Targets,X_0,X_1,X_2,X_3,X_4,X_5
1,42.211327,40.42588,7.1347427,45.463966,0.0,0.0
0,33.391747,37.303963,-3.248043,-38.369904,0.0,0.0
0,-0.6222,9.376915,-34.058453,-28.681957,0.0,0.0
0,-47.93732,-17.52737,43.55342,8.549805,0.0,0.0
0,-3.0540047,2.0079002,31.177284,-44.15318,0.0,0.0
0,-38.579483,-16.62352,-28.775906,25.789253,0.0,0.0
0,35.329178,-48.51129,-42.433983,-48.69089,0.0,0.0
0,18.862724,40.24273,-38.767006,-23.147821,0.0,0.0
0,15.911034,-32.64927,42.473976,11.658062,0.0,0.0
0,-13.919182,3.247528,15.588425,-17.680656,0.0,0.0
0,-38.74279,0.33608246,0.9107475,1.0082588,0.0,0.0
0,-7.2965164,32.103676,-13.952957,-4.839634,0.0,0.0
0,20.55938,-31.471867,13.387932,-11.055786,0.0,0.0
0,23.983673,-27.123219,1.8479156,4.891468,0.0,0.0
0,-40.229828,-36.35711,19.175667,-14.552826,0.0,0.0
0,29.694832,-49.393127,-24.71643,-41.183098,0.0,0.0
0,19.973572,-1.4495659,-9.326069,-8.318565,0.0,0.0
0,-39.082443,14.179749,1.2462921,-34.505646,0.0,0.0
0,18.814384,-1.0049515,-48.35738,26.896011,0.0,0.0
0,26.744354,-9.420509,-34.521908,2.0075035,0.0,0.0
0,37.72899,45.76699,-37.74005,-22.583448,0.0,0.0
1,38.93122,24.438911,30.950645,-24.886715,0.0,0.0
0,43.07672,-41.1033,-2.4084435,1.038147,0.0,0.0
1,8.398392,-37.7292,45.87332,49.138657,0.0,0.0
0,-34.530373,1.8470421,-26.633108,47.94423,0.0,0.0
1,27.883286,29.445038,16.130226,-4.9778404,0.0,0.0
0,28.153122,0.8514099,-18.235762,25.815407,0.0,0.0
0,15.690315,-12.95573,-13.702805,-44.21698,0.0,0.0
0,-13.705921,-20.255709,-27.252441,-45.16092,0.0,0.0
0,39.163803,-44.684578,49.635727,-26.22614,0.0,0.0
0,-3.8433533,40.7871,16.495567,-14.274967,0.0,0.0
0,-40.252846,-20.442766,40.265305,-18.880486,0.0,0.0
0,41.671043,-8.610828,-6.3766785,19.955612,0.0,0.0
0,-7.346714,-0.42108154,34.629654,16.709915,0.0,0.0
1,-1.9902229,19.041458,43.547195,12.602013,0.0,0.0
0,-14.662605,16.383568,-4.3744736,-39.0912,0.0,0.0
0,-19.306427,22.740677,1.6397057,18.447212,0.0,0.0
0,-29.26525,47.266785,-20.866125,10.662903,0.0,0.0
0,-24.431562,-24.116581,22.393608,-13.957066,0.0,0.0
0,-31.711752,-20.437223,36.460037,30.09835,0.0,0.0
0,30.435219,-42.673077,23.546425,12.483032,0.0,0.0
0,-33.62022,1.5805359,9.998871,-27.011644,0.0,0.0
0,-21.100586,40.784508,-4.039528,-0.52809143,0.0,0.0
0,-31.644798,-29.898108,46.033997,18.607948,0.0,0.0
0,-7.913845,30.460129,-23.786629,-43.616272,0.0,0.0
0,-49.63963,20.316101,-19.494802,30.702705,0.0,0.0
1,42.71441,16.473236,42.958824,-11.516689,0.0,0.0
0,43.570312,-23.841238,-6.561344,33.22901,0.0,0.0
0,-25.9049,38.15316,12.255562,-0.9794769,0.0,0.0
1,42.79059,37.50551,-20.565098,4.84972,0.0,0.0
1,5.827236,40.95601,28.09539,40.485367,0.0,0.0
0,30.481812,-43.506332,33.218094,-13.277443,0.0,0.0
0,40.11525,31.463516,-29.226185,-5.262882,0.0,0.0
0,7.4629707,14.289627,-46.3082,2.2369614,0.0,0.0
1,26.05069,28.225899,24.593582,7.906349,0.0,0.0
0,-47.962368,32.898582,-39.371002,-29.384762,0.0,0.0
0,0.5849495,15.224304,29.049126,-7.0217476,0.0,0.0
0,-25.732958,-4.304497,16.384743,-28.128506,0.0,0.0
0,-43.427177,23.87188,-33.088554,-28.14027,0.0,0.0
0,41.479805,-32.94701,-40.574203,38.00344,0.0,0.0
0,-23.859406,3.2457542,49.809937,-19.951899,0.0,0.0
1,46.571907,39.72515,38.617172,14.830536,0.0,0.0
0,-22.537296,31.480904,-34.24765,-29.130089,0.0,0.0
0,-24.10261,21.62487,6.8865128,31.811531,0.0,0.0
0,32.86212,2.919632,29.144768,-36.13489,0.0,0.0
0,-47.787018,-40.734715,27.591522,45.975426,0.0,0.0
0,-13.827724,27.663841,-35.72735,-0.94358444,0.0,0.0
0,-0.30163956,-14.475124,-24.236202,23.457512,0.0,0.0
0,-4.3552933,-9.909344,34.736046,-37.9699,0.0,0.0
0,32.65129,44.40586,-30.71661,-47.37494,0.0,0.0
0,6.955181,-38.028896,20.90763,-39.876686,0.0,0.0
0,-39.024895,13.525475,-12.813656,-44.25888,0.0,0.0
1,19.509697,17.6613,6.738125,32.67234,0.0,0.0
0,-20.074945,45.636353,-38.1077,45.083702,0.0,0.0
0,37.152466,-44.477104,-4.441208,-26.89771,0.0,0.0
1,49.19761,-2.0860786,29.451866,43.22773,0.0,0.0
0,-38.55587,30.394577,-43.493877,-13.503605,0.0,0.0
0,-20.160978,-46.7637,-47.095787,-48.205914,0.0,0.0
0,-38.676643,-27.93854,-16.480438,27.973953,0.0,0.0
0,-8.037567,-49.504997,-36.31822,35.883316,0.0,0.0
0,-48.78952,-24.593555,-45.25048,26.901917,0.0,0.0
0,34.17695,4.3751907,-25.135792,-12.121761,0.0,0.0
0,2.9143143,20.954704,0.8637314,-23.312366,0.0,0.0
0,2.4221115,1.5317574,0.4660492,21.748245,0.0,0.0
0,-18.84365,3.1491394,0.21318817,21.108208,0.0,0.0
0,-30.607414,-39.09055,-40.693645,21.006577,0.0,0.0
1,39.778,49.59237,17.854256,-10.193928,0.0,0.0
0,9.209347,-49.443947,5.7721786,-16.504967,0.0,0.0
0,-3.7957268,28.720215,-17.210972,-37.874252,0.0,0.0
0,3.020214,-13.923462,-23.315012,-15.272713,0.0,0.0
0,-28.3485,43.887787,3.4374046,-26.536608,0.0,0.0
1,31.879951,7.734482,28.704994,38.545616,0.0,0.0
0,49.414154,-12.954937,1.482399,-28.972584,0.0,0.0
1,45.619423,15.9142685,-8.277901,12.529659,0.0,0.0
1,49.61051,20.359634,24.28508,46.1633,0.0,0.0
0,2.1367607,0.23974228,12.409706,-46.21083,0.0,0.0
0,17.48114,-0.37604523,-2.3945312,2.8762817,0.0,0.0
1,44.287643,14.348007,-45.296852,46.321228,0.0,0.0
1,30.49276,25.231903,20.633102,4.8767548,0.0,0.0
0,-27.607489,32.049683,-37.363113,-30.23839,0.0,0.0
1,0.12568665,-38.794144,45.358932,49.674866,0.0,0.0
1,24.917831,30.519257,-48.433407,43.152603,0.0,0.0
0,8.781124,-31.580341,-34.916885,12.051582,0.0,0.0
0,30.138206,-13.395447,-12.150711,-9.661411,0.0,0.0
0,-46.778618,35.97377,-4.2999077,-45.88105,0.0,0.0
0,-37.483604,15.681107,-48.050392,35.213867,0.0,0.0
0,-41.292038,-1.7076073,14.742775,-23.57549,0.0,0.0
0,-32.46525,-5.293865,9.003883,-8.891754,0.0,0.0
1,22.429024,26.17978,20.06456,46.189804,0.0,0.0
0,-30.352491,-40.055126,12.319927,9.079025,0.0,0.0
1,48.080353,48.476517,21.450249,29.613724,0.0,0.0
0,22.7594,-3.7309113,-46.811897,-19.804514,0.0,0.0
0,-42.44622,35.516777,-27.025742,-39.42576,0.0,0.0
1,-6.557804,34.006218,21.861992,18.29007,0.0,0.0
0,-3.042717,-45.711445,-29.63394,-42.28679,0.0,0.0
0,-14.917786,34.46997,-33.15254,-12.867428,0.0,0.0
1,49.076553,34.35234,18.177017,31.764267,0.0,0.0
0,-10.159908,-26.843273,25.260635,13.484203,0.0,0.0
0,-15.510231,38.575294,-35.627728,-1.0541496,0.0,0.0
0,40.424652,16.08767,-39.240646,8.137207,0.0,0.0
0,-7.152134,20.65319,28.161797,-35.38804,0.0,0.0
0,-16.46706,41.55092,-36.460434,-11.333321,0.0,0.0
0,-16.6502,-12.231838,-6.8817368,28.709724,0.0,0.0
0,31.244583,-17.917336,5.820362,-46.386982,0.0,0.0
0,-18.883211,-4.672699,-1.8145981,9.124321,0.0,0.0
0,2.7442055,-14.870789,36.00464,-16.380493,0.0,0.0
0,39.92327,29.515198,-1.104599,-18.441666,0.0,0.0
0,30.780388,0.54997635,-27.194626,27.07898,0.0,0.0
0,3.854107,47.97912,-49.17286,12.189411,0.0,0.0
0,-45.690006,-22.264874,-4.9163475,40.621582,0.0,0.0
0,-20.788723,-29.038673,-3.2654839,-6.1091957,0.0,0.0
0,-39.639355,1.4165688,26.547302,-21.51218,0.0,0.0
0,-39.707993,-35.379196,23.757263,-3.0482826,0.0,0.0
1,36.268127,-4.517109,0.9776993,41.5552,0.0,0.0
0,16.354622,-35.39289,9.237759,-1.4275208,0.0,0.0
0,-32.890305,43.031815,22.845749,-21.090502,0.0,0.0
0,-44.599934,21.165314,-43.03416,10.101692,0.0,0.0
0,-31.248402,8.35482,9.964146,24.41677,0.0,0.0
0,-14.935829,-0.6604614,-26.801132,4.066448,0.0,0.0
1,3.0007286,43.562187,48.194435,-8.895607,0.0,0.0
0,-21.210075,-6.5015564,-33.060604,-22.950893,0.0,0.0
0,-32.595963,-32.379562,39.06675,13.520134,0.0,0.0
0,-20.709873,-49.281113,21.81218,-30.958813,0.0,0.0
0,-49.48726,-48.830265,16.008446,10.343868,0.0,0.0
0,0.5822258,-47.987366,16.25837,-42.600822,0.0,0.0
0,6.7713623,5.670727,-34.5406,-1.4113197,0.0,0.0
0,-39.113106,41.615005,-19.726204,21.995697,0.0,0.0
0,-43.300034,15.79245,-47.667854,-5.959015,0.0,0.0
1,12.026588,-3.5178375,29.442429,39.516724,0.0,0.0
0,-35.94509,35.82351,-35.35369,-32.352436,0.0,0.0
1,-9.934109,45.408546,35.6725,-3.956997,0.0,0.0
0,-27.616714,-19.534952,-19.81467,27.718887,0.0,0.0
0,-0.36800003,-11.542656,-40.524864,4.099064,0.0,0.0
1,30.89933,31.569519,4.313896,45.954094,0.0,0.0
1,-12.361862,38.84687,27.944786,44.166313,0.0,0.0
0,25.757912,-45.010246,24.476242,-36.122776,0.0,0.0
0,-33.48752,-35.093044,-23.152775,-44.909477,0.0,0.0
1,42.707413,-21.063948,32.72142,44.827682,0.0,0.0
0,31.707268,37.182655,1.264183,-49.13937,0.0,0.0
0,30.52745,-42.12651,12.931656,-20.862175,0.0,0.0
0,32.0261,33.362488,-2.6053848,-17.415142,0.0,0.0
0,38.695374,-15.736229,-38.496887,-32.325478,0.0,0.0
0,-47.85449,36.99048,37.559494,-12.729752,0.0,0.0
0,22.059196,28.468506,-20.122343,8.486092,0.0,0.0
0,-8.51038,-24.063694,-31.507462,-24.60448,0.0,0.0
0,-3.739811,-6.005657,-37.904663,-45.43444,0.0,0.0
0,-6.803913,19.407135,16.612228,-35.01268,0.0,0.0
0,26.967415,-34.56835,-24.299217,40.77986,0.0,0.0
0,12.522102,18.266258,-48.154205,-43.483562,0.0,0.0
0,-9.315838,46.09607,-49.321323,27.611084,0.0,0.0
0,-23.558277,-35.71476,38.731865,-37.979298,0.0,0.0
0,18.132935,-12.723713,35.71496,-47.42773,0.0,0.0
1,26.18821,30.98027,11.699368,43.68242,0.0,0.0
1,41.631454,27.474152,34.72193,42.65822,0.0,0.0
1,38.111618,24.64241,-34.09147,27.05497,0.0,0.0
0,-1.5752716,20.6632,-0.11574173,27.78157,0.0,0.0
0,-44.839645,-32.701916,-16.917526,42.7536,0.0,0.0
0,-32.248726,-3.1083527,-16.27491,-47.359573,0.0,0.0
0,-44.661568,-40.972107,-42.54692,-40.288754,0.0,0.0
0,-7.937889,46.15445,-27.010399,-17.590435,0.0,0.0
0,-21.143436,11.098965,30.210724,-22.901905,0.0,0.0
0,-23.250372,16.368515,-46.716434,29.642708,0.0,0.0
1,-19.305038,22.510254,38.68583,11.152809,0.0,0.0
0,-48.71875,-14.66098,42.657745,-46.128857,0.0,0.0
0,41.73284,-38.02896,-10.867542,34.93618,0.0,0.0
0,-47.1977,-46.137165,-10.0565605,-37.057297,0.0,0.0
0,-4.0655594,32.645546,25.343178,-45.508675,0.0,0.0
0,-13.108326,-37.898243,-31.8008,23.4721,0.0,0.0
0,10.273655,47.552094,18.528214,-35.480965,0.0,0.0
0,13.654934,-33.174007,-47.205853,-42.589127,0.0,0.0
0,47.226845,-24.301624,38.27104,-33.17421,0.0,0.0
0,45.139282,-29.683388,14.285439,-49.915493,0.0,0.0
0,-20.74675,-14.115738,-3.8944588,-21.742302,0.0,0.0
0,-11.6647415,-4.7687225,34.66635,-47.413177,0.0,0.0
0,-37.144684,18.069366,-7.6690865,-11.292107,0.0,0.0
0,-2.3257675,45.62748,-47.946655,36.825577,0.0,0.0
0,22.311157,-29.506678,-10.227318,-14.922722,0.0,0.0
0,-16.943394,-30.625748,40.70945,47.08918,0.0,0.0
1,11.382568,26.678383,40.302925,24.551476,0.0,0.0
1,49.69581,21.538353,-49.687283,49.985794,0.0,0.0
0,4.59103,-23.66615,9.240047,-32.195442,0.0,0.0
0,-21.335728,8.276222,-15.742294,-37.397015,0.0,0.0
1,-2.1384888,46.871033,-0.15578842,6.016445,0.0,0.0
0,-0.8555069,-30.664516,6.5466957,-36.052586,0.0,0.0
1,21.791664,47.79805,48.302628,-11.282528,0.0,0.0
0,-44.552605,8.482933,37.220917,9.141796,0.0,0.0
0,-47.90364,48.120216,-46.7081,10.614185,0.0,0.0
0,47.452423,-26.171743,-11.5048485,9.646164,0.0,0.0
0,-13.109093,25.607185,12.155903,-2.7313652,0.0,0.0
0,-1.5135422,-19.46693,-7.0156174,-35.497623,0.0,0.0
1,49.63005,-5.6434937,16.872917,18.974953,0.0,0.0
0,32.95334,-14.569084,-39.395947,-6.4941216,0.0,0.0
0,-41.951233,-15.684593,-25.452597,-49.626114,0.0,0.0
1,21.328827,49.120132,1.160614,39.660797,0.0,0.0
1,33.075035,41.14981,5.8857155,32.386604,0.0,0.0
0,-37.01176,-47.49894,16.546715,-23.170502,0.0,0.0
1,49.157784,7.031666,-16.108875,43.563217,0.0,0.0
1,47.89775,37.122246,30.768822,-14.315445,0.0,0.0
0,27.639648,14.863762,-18.88187,-35.412247,0.0,0.0
0,49.96382,-44.04326,11.330872,-24.322748,0.0,0.0
0,-42.55211,-23.148506,-19.407171,28.74916,0.0,0.0
1,-2.554947,46.823036,9.971279,0.13568497,0.0,0.0
1,31.704857,-6.567566,26.012299,15.747711,0.0,0.0
0,-1.320488,-35.271698,36.035255,-36.388824,0.0,0.0
0,19.212921,-49.208588,5.138027,1.9600563,0.0,0.0
0,19.765678,-31.675316,-41.149414,-15.386517,0.0,0.0
0,-24.07936,-46.385098,36.255898,5.304497,0.0,0.0
0,23.236313,24.141052,-20.18624,-17.850441,0.0,0.0
0,-36.753227,41.28192,30.841156,-10.239727,0.0,0.0
0,-13.663113,41.08699,-13.424812,-17.73402,0.0,0.0
0,14.184097,-18.712908,0.1659584,37.902214,0.0,0.0
0,-37.39605,30.082657,-28.045654,-11.367332,0.0,0.0
1,24.79934,10.364628,31.289162,-11.801571,0.0,0.0
0,39.86293,-34.963673,14.949707,-24.973572,0.0,0.0
0,-20.101435,33.61664,-48.796333,25.693604,0.0,0.0
1,15.635056,-14.75399,27.813423,39.368813,0.0,0.0
0,-31.30688,32.12065,-32.263607,-25.158096,0.0,0.0
0,37.53013,30.604027,22.358131,-45.683487,0.0,0.0
1,25.03315,18.682076,14.768547,25.664314,0.0,0.0
1,24.27224,41.679764,7.237911,-5.118496,0.0,0.0
0,7.172596,-9.286285,39.68038,-12.020702,0.0,0.0
0,-30.256886,1.3428345,-19.611008,42.21057,0.0,0.0
0,46.849068,-46.80552,26.184814,-31.828802,0.0,0.0
0,17.47754,-42.090942,44.586876,-41.851486,0.0,0.0
0,-37.89067,30.93525,1.9304085,-9.804226,0.0,0.0
0,34.45945,-21.72382,-23.31037,-11.976509,0.0,0.0
0,34.01481,-41.337734,-19.522387,-26.786137,0.0,0.0
1,42.975845,-36.38438,25.747849,32.100563,0.0,0.0
0,-27.291542,-14.508266,31.587906,-47.430862,0.0,0.0
0,17.321327,41.51716,-31.838596,3.9424286,0.0,0.0
0,18.074219,-18.482632,43.806915,-11.052174,0.0,0.0
0,14.265846,22.314613,-26.789433,-15.438198,0.0,0.0
0,-2.760418,43.948174,-37.562733,25.230759,0.0,0.0
1,41.874763,10.085793,-30.16805,30.09597,0.0,0.0
0,-42.211624,14.910622,-14.365898,-8.235359,0.0,0.0
0,-38.648487,9.395103,-30.908066,46.89309,0.0,0.0
0,8.215355,-41.968365,-26.041925,33.629158,0.0,0.0
0,32.8546,-21.413576,14.974289,22.764412,0.0,0.0
0,-44.901066,23.621521,-32.899536,-13.331532,0.0,0.0
0,4.8109474,31.901672,-35.923237,33.626373,0.0,0.0
1,24.441757,47.72461,-6.3601265,-2.8272018,0.0,0.0
0,32.327614,-46.078205,-26.793396,-17.006008,0.0,0.0
0,-46.14781,-22.60812,-42.57639,-46.579784,0.0,0.0
0,-7.068844,47.17929,9.436226,-45.35764,0.0,0.0
0,13.094318,34.474693,-34.028263,28.13668,0.0,0.0
0,21.975395,10.658043,16.377037,-5.8791046,0.0,0.0
0,-39.275528,-3.738224,34.28679,2.1158752,0.0,0.0
0,-6.3729897,-35.693264,-39.741737,0.27887344,0.0,0.0
1,16.349823,37.26384,-2.7785187,19.498787,0.0,0.0
0,-33.384956,-49.111706,-30.86322,37.04097,0.0,0.0
0,-26.58667,-22.010391,1.5939178,-23.201626,0.0,0.0
0,-6.4572105,-32.008625,-32.29782,47.63884,0.0,0.0
0,-47.614143,-2.9776573,23.059807,-27.031792,0.0,0.0
1,20.385727,3.6673355,42.38836,42.414566,0.0,0.0
0,0.33296967,-30.827171,-10.005562,25.271805,0.0,0.0
0,39.66713,5.045212,-23.914343,25.620285,0.0,0.0
0,-44.87041,-43.800026,-16.778439,-24.826569,0.0,0.0
0,-42.514782,21.676338,44.043556,-5.714573,0.0,0.0
0,14.4507675,40.538094,-32.157684,16.972252,0.0,0.0
0,-36.48963,5.768162,-4.5772667,-7.462658,0.0,0.0
0,36.31266,14.336418,-43.993603,-18.180323,0.0,0.0
0,-15.017605,-48.303825,23.693024,9.728397,0.0,0.0
0,-37.314297,16.49643,-38.22832,38.989807,0.0,0.0
0,-27.860672,45.56595,7.3277473,-37.74035,0.0,0.0
1,-29.839867,16.023727,44.445084,28.31897,0.0,0.0
1,13.059998,23.65422,36.629013,44.845238,0.0,0.0
0,-49.171574,0.054382324,-31.648403,-19.868553,0.0,0.0
0,-49.518703,-40.670807,32.119736,-7.1036987,0.0,0.0
0,25.403809,-41.838856,-5.9400215,35.538498,0.0,0.0
1,31.44484,45.125793,43.68406,-45.80149,0.0,0.0
0,-18.267155,-40.577114,39.035072,-6.783928,0.0,0.0
1,-7.036686,16.902084,14.464226,35.76272,0.0,0.0
0,-13.713467,-28.603739,23.54911,-36.64158,0.0,0.0
0,30.578026,-11.305828,25.232979,-34.987114,0.0,0.0
0,-34.9853,-15.913803,3.552723,-15.259506,0.0,0.0
1,33.714928,17.8516,15.636627,32.037872,0.0,0.0
0,-44.61432,24.219398,-27.836544,44.497124,0.0,0.0
1,28.388908,21.181358,38.67749,-7.5104904,0.0,0.0
0,-33.669186,2.1959076,25.827362,28.413597,0.0,0.0
0,-41.617,-6.9568443,0.82400894,-18.59349,0.0,0.0
0,-33.11473,-41.311485,1.3525467,-39.13447,0.0,0.0
0,16.796234,0.44252777,6.53751,-1.4515877,0.0,0.0
1,18.728622,13.149826,6.065338,37.371063,0.0,0.0
0,37.285988,-17.843895,43.64869,-49.787186,0.0,0.0
1,0.19099045,43.227318,46.02613,30.886673,0.0,0.0
0,12.454193,-30.486233,-32.1166,7.6392403,0.0,0.0
1,36.281082,4.806816,31.484894,40.124535,0.0,0.0
0,42.012962,-22.261423,-22.199749,42.49607,0.0,0.0
1,8.787201,43.077858,46.059135,-47.749763,0.0,0.0
1,48.057762,6.182354,-23.787546,27.079865,0.0,0.0
0,-37.705654,-14.957954,34.413406,40.64701,0.0,0.0
0,-43.95359,-23.006857,-13.173275,-29.254986,0.0,0.0
1,24.922363,9.004135,12.025948,36.80381,0.0,0.0
0,-19.541704,25.173271,8.950146,-37.2089,0.0,0.0
0,-27.124393,-30.888706,28.239609,-31.357151,0.0,0.0
0,-47.338104,-9.409462,-31.139439,-19.444538,0.0,0.0
0,-42.955173,47.839615,47.37893,-39.701645,0.0,0.0
0,-34.641148,-3.5267906,-38.54885,-19.910484,0.0,0.0
0,-30.248415,-18.884706,49.923935,41.31588,0.0,0.0
0,-45.59623,-49.264862,-29.170816,26.915237,0.0,0.0
0,-35.506523,36.9243,0.1357727,23.837212,0.0,0.0
1,23.895355,37.41439,27.925728,47.47261,0.0,0.0
0,-10.365017,-27.381397,16.918198,40.24298,0.0,0.0
1,-15.600609,47.792145,41.544052,18.429497,0.0,0.0
0,43.577255,0.8068619,24.460983,-47.264427,0.0,0.0
1,13.29055,14.273163,17.70433,18.25901,0.0,0.0
0,-21.123665,34.828117,48.96106,-35.429775,0.0,0.0
0,-18.456728,13.813927,15.554115,-27.958048,0.0,0.0
0,-4.506977,-46.14648,-38.654472,34.261055,0.0,0.0
1,35.342567,29.145401,-9.698444,32.089188,0.0,0.0
1,-16.098606,12.902767,36.408775,31.381012,0.0,0.0
0,5.136734,-10.239811,-0.7574005,21.921371,0.0,0.0
0,32.470184,-49.525482,-5.0722885,-41.571404,0.0,0.0
0,-16.924511,12.16185,-34.330536,-17.999088,0.0,0.0
0,-44.182396,18.15023,12.949173,2.6417732,0.0,0.0
1,17.998756,19.2613,-13.897808,32.665512,0.0,0.0
0,-49.92652,-43.57164,-37.574806,2.86174,0.0,0.0
0,-44.167614,3.5742683,-0.66212845,-45.87471,0.0,0.0
1,49.090546,-11.682804,35.950447,44.07515,0.0,0.0
0,-19.583284,-14.735783,49.08988,5.6383476,0.0,0.0
0,42.95056,13.626457,27.184402,-43.28795,0.0,0.0
0,-9.855492,35.02848,-2.7808723,-43.436348,0.0,0.0
0,5.221493,4.652069,-4.675953,25.979729,0.0,0.0
0,19.447151,-25.221752,-8.892475,-30.757267,0.0,0.0
0,23.679504,-29.333872,-26.361626,-1.2092285,0.0,0.0
0,33.642593,37.542084,-43.43592,-48.44002,0.0,0.0
0,37.968735,-24.887127,-46.394222,-3.7714767,0.0,0.0
0,36.46495,-6.4008904,11.144989,-48.66086,0.0,0.0
1,41.1643,32.243355,34.783455,25.978699,0.0,0.0
0,-25.57503,-41.90766,0.19090652,26.816742,0.0,0.0
0,-21.748198,12.393253,-3.943367,-4.648079,0.0,0.0
1,12.901772,36.494034,10.458958,3.5978775,0.0,0.0
0,8.095081,9.199394,-16.205204,-5.701744,0.0,0.0
0,12.186073,-39.388496,0.033039093,-46.24247,0.0,0.0
0,-46.18122,0.9030647,6.9542046,9.437092,0.0,0.0
0,-18.45833,-5.4887466,-5.541401,-1.6667671,0.0,0.0
0,-32.31315,10.9141655,15.490295,1.4264603,0.0,0.0
1,-4.0578537,24.210533,33.84398,-0.62672424,0.0,0.0
0,-37.94738,-34.816624,-0.976223,-45.70263,0.0,0.0
0,-37.802814,-12.124191,-19.994719,-6.4167747,0.0,0.0
1,12.081345,34.22516,49.76307,-19.996304,0.0,0.0
1,-48.851555,33.197746,43.560097,47.7063,0.0,0.0
0,11.34066,31.858818,0.11833191,-35.43496,0.0,0.0
0,-40.232742,-29.991943,7.578232,-12.66431,0.0,0.0
0,12.785278,17.575035,-31.688023,3.987568,0.0,0.0
1,48.448936,32.93802,-5.5681,-10.449665,0.0,0.0
0,-19.514036,16.385437,-30.175621,49.525383,0.0,0.0
0,0.70622635,-32.30667,-24.262173,-19.256193,0.0,0.0
0,-39.70056,-15.628445,-48.001503,16.927353,0.0,0.0
0,-16.284214,12.151367,-24.489594,-22.62144,0.0,0.0
0,-24.440754,-0.44449615,-38.061512,-44.464928,0.0,0.0
0,10.343216,-43.00451,40.469933,37.731804,0.0,0.0
0,28.694305,33.66999,-29.280727,7.540863,0.0,0.0
0,10.777237,43.600082,-45.106018,-14.377945,0.0,0.0
0,25.325928,26.556137,-48.444767,46.037697,0.0,0.0
0,33.13418,42.40188,-18.341183,-25.38749,0.0,0.0
1,13.701744,36.659523,43.502792,-32.83698,0.0,0.0
0,31.94825,-8.015869,-23.531128,29.381096,0.0,0.0
1,23.428772,11.216503,-31.408579,46.980156,0.0,0.0
0,-8.65704,1.5208359,-15.807766,-42.236282,0.0,0.0
0,-8.971977,9.898121,3.9577484,-11.699635,0.0,0.0
0,35.0894,-7.306732,-38.11206,-20.051294,0.0,0.0
1,-11.901485,32.830658,39.06019,17.33451,0.0,0.0
1,48.262596,47.756622,11.302895,34.27417,0.0,0.0
1,21.560547,7.2340965,45.551773,-12.888382,0.0,0.0
0,-39.747177,-44.188965,30.856827,-35.130264,0.0,0.0
0,21.47451,-2.8490524,-47.109104,-16.115128,0.0,0.0
0,17.941399,0.15799332,19.453278,-19.318098,0.0,0.0
0,-22.775566,-3.6529236,-44.046688,-10.181854,0.0,0.0
